precinct_id,registered_voters,turnout_rate,total_votes,absentee_share,absentee_votes,early_share,early_votes,election_day_votes,provisional_votes,candidate_a_votes,candidate_b_votes,is_injected_anomaly,anomaly_label,anomaly_score
P0026,3504,0.5819515388986202,2039,0.2329727954590767,475,0.2610375072571594,532,1032,4,715,1324,0,1,0.12537446741100583
P0027,2490,0.5777649940544305,1439,0.2633419781882775,379,0.1807231908361095,260,800,7,603,836,0,1,0.11956402534297383
P0028,4255,0.6938070334177696,2952,0.1962519061281189,579,0.1921678366138667,567,1806,6,1572,1380,0,1,0.13206324207395753
P0029,3090,0.8063273005128349,2492,0.2944696072914051,734,0.114391717772281,285,1473,4,1600,892,0,1,0.10276398761413291
P0030,2662,0.6927993290858752,1844,0.1400643241700317,258,0.2038194782699303,376,1210,4,1458,386,0,1,0.10489410484906275
P0031,2691,0.6705089339112095,1804,0.2204437343653588,398,0.183623155705465,331,1075,2,814,990,0,1,0.17052534155698373
P0032,1754,0.7028660911682035,1233,0.4018371608617083,495,0.1018408729899321,126,612,2,806,427,0,1,0.06595780268327806
P0033,1186,0.784480139336546,930,0.2356155819837692,219,0.1769281732910042,165,546,4,497,433,0,1,0.12912108702842667
P0034,3129,0.6975506001091085,2183,0.3203250154624321,699,0.1752162261685914,382,1102,2,1080,1103,0,1,0.15550636001645202
P0035,4529,0.6471258215333011,2931,0.2264064124721245,664,0.2878536699986784,844,1423,1,1622,1309,0,1,0.09302378677653894
P0036,1068,0.7685030968047911,821,0.2606543966730857,214,0.2336527997108045,192,415,2,424,397,0,1,0.11433002019675165
P0037,4404,0.7143005150769292,3146,0.2160251763925116,680,0.1806867263454879,568,1898,6,1639,1507,0,1,0.11776897443747397
P0038,4276,0.8028604793596794,3433,0.2080714693185056,714,0.1949272385880649,669,2050,2,1611,1822,0,1,0.08840212371246187
P0039,1962,0.6946587549777525,1363,0.1654362322292206,225,0.1826527426862518,249,889,3,505,858,0,1,0.15425804498729084
P0040,3452,0.58204247746236,2009,0.2501210951270287,502,0.1678251609122671,337,1170,1,714,1295,0,1,0.13495715561443244
P0041,1493,0.5705472640603468,852,0.1603923967569962,137,0.1150543681567027,98,617,2,490,362,0,1,0.09894728526949648
P0042,3983,0.8120742345785,3234,0.26659096654194,862,0.1709368873435842,553,1819,5,1560,1674,0,1,0.1000742242972037
P0043,3742,0.8178932576626639,3061,0.2959700903112137,906,0.1352341046008492,414,1741,6,1379,1682,0,1,0.0946676181109059
P0044,2289,0.665638462937392,1524,0.2456571985066061,374,0.1049810676646112,160,990,0,779,745,0,1,0.123296757321262
P0045,1085,0.6493450143091211,705,0.1999625886511015,141,0.210673308872852,149,415,4,416,289,0,1,0.12058297181271133
P0046,4876,0.7969155433793762,3886,0.2517775905516087,978,0.203475879595994,791,2117,2,2052,1834,0,1,0.02375710565298006
P0047,2671,0.591436345436521,1580,0.1983928861117511,313,0.0727975493179153,115,1152,7,702,878,0,1,0.0948239327390562
P0048,4551,0.6084218384835339,2769,0.2854882987825604,791,0.1726389217502923,478,1500,4,1752,1017,0,1,0.12183579432276292
P0049,3647,0.7314661435751236,2668,0.0918015741049413,245,0.2397420831539954,640,1783,1,1782,886,0,1,0.08649950209212709
P0050,4069,0.9544113503634496,3883,0.1965074842316947,763,0.2435534243337792,945,2175,2,1476,1162,1,-1,-0.006400363416948385
P0051,3991,0.6795902506623943,2712,0.0806431603413201,219,0.2415502105731143,655,1838,3,1647,1065,0,1,0.11149643327196679
P0052,1617,0.666924568118039,1078,0.1153457418840956,124,0.1823347924140876,197,757,3,684,394,0,1,0.13949447256996378
P0053,2328,0.7070059639039148,1646,0.3154703560869736,519,0.1292972803218509,213,914,3,1025,621,0,1,0.13850218928620894
P0054,2760,0.7925985489050974,2188,0.282662948738018,618,0.1149780703585163,252,1318,3,1250,938,0,1,0.12761812077670326
P0055,2890,0.6872467925521397,1986,0.1696363836700646,337,0.2006762942850214,399,1250,4,1132,854,0,1,0.16148066246720183
P0056,983,0.7315151034621487,719,0.1148247580771372,83,0.2027568020619097,146,490,1,404,315,0,1,0.10294829426318569
P0057,3095,0.5159862319175182,1597,0.8721772337041988,1392,0.2572398666963039,410,0,2,639,958,1,-1,-0.08166609697381877
P0058,1448,0.6761025278455907,979,0.1819553144447155,178,0.245998779020525,241,560,3,568,411,0,1,0.14012436093845027
P0059,3922,0.6125415783765704,2402,0.3894290508573181,935,0.1720662806081296,413,1054,3,899,1503,0,1,0.09795003275549014
P0060,3668,0.5824949551661098,2137,0.2504418990024553,535,0.1053476472683478,225,1377,2,920,1217,0,1,0.12497532540299444
P0061,4674,0.966851928212616,4519,0.1808299399765357,817,0.1608536041793461,726,2976,7,1825,1025,1,-1,-0.05931737429828898
P0062,3928,0.6532701247439351,2566,0.2525556146650214,648,0.1930338716886314,495,1423,3,1524,1042,0,1,0.15522284419480709
P0063,2339,0.7532722033884811,1762,0.1107329152903889,195,0.1678750052766357,296,1271,1,1161,601,0,1,0.12400942073646581
P0064,4863,0.573888582580835,2791,0.1991873646111655,556,0.1453263535153406,406,1829,5,1348,1443,0,1,0.11224642637477056
P0065,2525,0.6824505194075534,1723,0.2269634231111017,391,0.1951730888981939,336,996,2,680,1043,0,1,0.16842493273141274
P0066,2168,0.6412664453333138,1390,0.2139729543725266,297,0.1497625355153633,208,885,4,675,715,0,1,0.15618412410887417
P0067,4603,0.6537861524510432,3009,0.2753564285183056,829,0.1423160349764775,428,1752,0,1565,1444,0,1,0.11853280260036864
P0068,2355,0.7602206260243684,1790,0.2441251658365236,437,0.1986871700582063,356,997,3,927,863,0,1,0.16199043345359498
P0069,1120,0.7230492349603141,810,0.2667828212675598,216,0.1558804451922477,126,468,4,505,305,0,1,0.1270821939825481
P0070,2772,0.7869918485954195,2182,0.1718139402438468,375,0.1946462633387011,425,1382,4,1034,1148,0,1,0.14894941855104776
P0071,4141,0.667639545660008,2765,0.2828470785887383,782,0.1963922413711273,543,1440,9,1507,1258,0,1,0.1106593673253895
P0072,1595,0.6243245910663437,996,0.3340255863336794,333,0.1116342599345055,111,552,1,409,587,0,1,0.0957291385025914
P0073,2744,0.6620912946495601,1817,0.1520895336244011,276,0.1511255325680752,275,1266,4,1008,809,0,1,0.15854750161374992
P0074,1345,0.6993997433016977,941,0.1578613040999808,149,0.2662666163949877,251,541,5,480,461,0,1,0.11776482088360368
P0075,3683,0.6941258686762969,2556,0.3135049035424163,801,0.1102752292359427,282,1473,9,1112,1444,0,1,0.08561732470736383
P0076,2797,0.5932489542213307,1659,0.2066059209313457,343,0.0530007330617681,88,1228,4,807,852,0,1,0.11018755542193232
P0077,2186,0.68723918253023,1502,0.318267497444659,478,0.0682892908054493,103,921,5,738,764,0,1,0.1098028104331385
P0078,1753,0.6982582664111124,1224,0.1890225001675471,231,0.1817465967946001,222,771,2,591,633,0,1,0.1578348146507746
P0079,3170,0.8813979230027137,2794,0.3218531903389497,899,0.1818550366819619,508,1387,3,1920,874,0,1,0.051370226763385485
P0080,3613,0.8301475689025337,2999,0.2292040071763816,687,0.1729433486744927,519,1793,1,1500,1499,0,1,0.11808256584965043
P0081,4749,0.6117405319552944,2905,0.2380760176325886,692,0.2528513897357101,735,1478,1,1411,1494,0,1,0.11376957749179661
P0082,2636,0.657009331076066,1732,0.3295302615168933,571,0.0196299340138237,34,1127,2,520,1212,0,1,0.05372820224591901
P0083,1474,0.5629246398530398,830,0.194676066578908,161,0.2037560324658494,169,500,5,797,33,1,1,0.0561405289208764
P0084,4297,0.6327434388829212,2719,0.1541214532852529,419,0.2736862921082144,744,1556,3,1315,1404,0,1,0.11710026716785277
P0085,3445,0.7052484002872272,2430,0.1886005054380152,458,0.1123331541064971,273,1699,0,1073,1357,0,1,0.12039513096571353
P0086,3741,0.7764682896710587,2905,0.2516633765450197,731,0.1572116092926063,457,1717,6,1883,1022,0,1,0.10745702928388146
P0087,1208,0.6216732929805113,751,0.1103968649473639,83,0.1348264849662827,101,567,4,371,380,0,1,0.09688599607996334
P0088,2111,0.6276682847945764,1325,0.2646229631855785,351,0.1263392372353482,167,807,5,846,479,0,1,0.12410766871378648
P0089,4024,0.5082168776209076,2045,0.1822860077667579,373,0.1604242796986175,328,1344,1,1056,989,0,1,0.11509120292362474
P0090,4295,0.6669867263564074,2865,0.3003468862513494,860,0.2656491170210703,761,1244,1,1472,1393,0,1,0.1079759757051707
P0091,2627,0.595006847051235,1563,0.0524017786569669,82,0.2902432005292512,454,1027,2,783,780,0,1,0.07679788394942488
P0092,4180,0.6376448458107141,2665,0.1649403957427082,440,0.1598436464975911,426,1799,3,1360,1305,0,1,0.13843438252951168
P0093,4335,0.6098511377465929,2644,0.1019472294136128,270,0.2943036128438682,778,1596,6,1803,841,0,1,0.031201037111000196
P0094,2427,0.6724589956597955,1632,0.1621639373545233,265,0.1821345886190775,297,1070,3,454,1178,0,1,0.13932457532737924
P0095,4571,0.5393817286914695,2466,0.237336613077626,585,0.2852214616020648,703,1178,1,764,1702,0,1,0.05194293233138081
P0096,2010,0.5626363803687208,1131,0.2074541362185171,235,0.1744020810207905,197,699,4,515,616,0,1,0.1346116983959429
P0097,1806,0.8503397689622639,1536,0.2022635701736389,311,0.1878634695627686,289,936,3,786,750,0,1,0.11790662618937081
P0098,3666,0.5770061934980776,2115,0.2088570590033957,442,0.20192846835857,427,1246,3,1225,890,0,1,0.1493706658694579
P0099,3474,0.5922571537236289,2058,0.234237176843396,482,0.3707312207620521,763,813,4,1147,911,0,1,0.06278531677613458
P0100,1386,0.9831987334876692,1362,0.1494024770639824,203,0.2310771344906873,314,845,3,540,606,1,1,0.030939420098444637
P0101,4297,0.9124053735392326,3921,0.2694794748629335,1057,0.1375641282029122,539,2325,2,2399,1522,0,-1,-0.0525486973556879
P0102,1639,0.5862746696939727,961,0.2663866179269838,256,0.2381398722165514,229,476,3,589,372,0,1,0.12426297244979473
P0103,4180,0.6505400834569576,2719,0.246952655635927,671,0.1582900477749395,430,1618,99,1437,1282,1,-1,-0.0037160823313615587
P0104,830,0.7073244440752409,587,0.2589573409925884,152,0.1506149890259274,88,347,145,356,231,1,-1,-0.0875558734305617
P0105,4146,0.8182958115524475,3393,0.2407492600566061,817,0.2345160815935266,796,1780,6,1823,1570,0,1,0.060141890597722014
P0106,4105,0.6010514337257411,2467,0.3624551311911747,894,0.1818651352662691,449,1124,1,1120,1347,0,1,0.1145770042384841
P0107,4077,0.6603777723246312,2692,0.2139034080263243,576,0.1967145548707083,530,1586,1,1561,1131,0,1,0.1460545315907979
P0108,3592,0.7421870060849396,2666,0.1985041747165796,529,0.1808391133119175,482,1655,3,1389,1277,0,1,0.15350159744312336
P0109,2780,0.7147812859573295,1987,0.1672530693749835,332,0.2001949875963261,398,1257,3,1014,973,0,1,0.166760379476181
P0110,3761,0.6499075143015921,2444,0.1477416130595514,361,0.2054979538461689,502,1581,4,1606,838,0,1,0.12862353174119695
P0111,1963,0.6692941628387168,1314,0.1328869748679247,175,0.063781984037675,84,1055,6,348,966,0,1,0.06032482477605439
P0112,4079,0.5700083353304015,2325,0.1577841880738357,367,0.219994360116572,511,1447,2,856,1469,0,1,0.12720936101468344
P0113,3133,0.6609461004820268,2071,0.215052373284355,445,0.1210788348101819,251,1375,7,810,1261,0,1,0.1264195795357419
P0114,2727,0.6586890007992836,1796,0.24340065899484,437,0.0934620518664353,168,1191,7,851,945,0,1,0.12673467657543191
P0115,2923,0.6985735911701005,2042,0.2235799440986513,457,0.176495325368479,360,1225,2,989,1053,0,1,0.1715695124333511
P0116,3188,0.6355738224944788,2026,0.1664125305799201,337,0.1850388601988672,375,1314,5,728,1298,0,1,0.14242132173616856
P0117,956,0.7177230818036112,686,0.2830129194813974,194,0.1383896301256631,95,397,1,282,404,0,1,0.09445568185684244
P0118,1387,0.7610172654255863,1056,0.2717588870610663,287,0.2298619114600784,243,526,3,448,608,0,1,0.12882054468022092
P0119,1831,0.6924343462134773,1268,0.2088246184804588,265,0.0994694900177455,126,877,2,958,310,0,1,0.11035483227538062
P0120,1281,0.7081405126719363,907,0.1742958698734701,158,0.1555833750736464,141,608,2,626,281,0,1,0.13405664699566966
P0121,2646,0.6842524278062294,1811,0.258389954458086,468,0.1449075519040199,262,1081,1,849,962,0,1,0.15919756908425997
P0122,3607,0.6800067514473132,2453,0.2331581511240273,572,0.1772047637796396,435,1446,1,1162,1291,0,1,0.15690070651285493
P0123,3548,0.6222753573165722,2208,0.1186310918409466,262,0.1967318570788343,434,1512,0,872,1336,0,1,0.11443001713481704
P0124,2778,0.7053195409338647,1959,0.2152413820810916,422,0.1195264230225873,234,1303,3,625,1334,0,1,0.12943443921374065
P0125,4391,0.672217072126921,2952,0.2383425068452066,704,0.2234569606473737,660,1588,1,1471,1481,0,1,0.13877910312923436
P0126,3173,0.8474534647144476,2689,0.1570213649458572,422,0.1837801421000819,494,1773,2,1103,1586,0,1,0.10052521059950742
P0127,1132,0.8058683921980194,912,0.233289037498621,213,0.0664832248012853,61,638,3,457,455,0,1,0.08268376186503112
P0128,4012,0.7108677242045202,2852,0.1181624260319547,337,0.0624845135761781,178,2337,5,998,1854,0,1,0.04116861848242681
P0129,3213,0.6189554232244187,1989,0.3135330270008519,624,0.1792608424242413,357,1008,3,863,1126,0,1,0.15292636458544856
P0130,3465,0.5910070822413266,2048,0.3073564989541602,629,0.1667419609328187,341,1078,0,1075,973,0,1,0.14005525804509888
P0131,3174,0.7752914362471093,2461,0.2023237865987924,498,0.173794793185522,428,1535,2,1345,1116,0,1,0.1510592952920461
P0132,3125,0.7010199380117711,2191,0.2454418036487351,537,0.1783210526081869,390,1264,116,1209,982,1,-1,-0.016293748067650715
P0133,1180,0.718411472271329,848,0.0513054623940087,44,0.1935335903706108,164,640,3,321,527,0,1,0.10896215481443705
P0134,3148,0.5404331210420646,1701,0.1390556637814267,237,0.2368589765908979,403,1061,2,1013,688,0,1,0.12044275995331133
P0135,4138,0.7541950785246545,3121,0.1994354755893509,622,0.1133337059449465,354,2145,3,1342,1779,0,1,0.11253111156686069
P0136,2076,0.7163536270571491,1487,0.1449506885001198,216,0.1096817044259523,163,1108,1,852,635,0,1,0.12718758322185925
P0137,3331,0.5911655452468418,1969,0.2700077537841461,532,0.114400568526757,225,1212,2,1002,967,0,1,0.14117899972950437
P0138,929,0.6422780154040041,597,0.3598107571523595,215,0.1973350000301224,118,264,5,222,375,0,1,0.06078671244871742
P0139,2259,0.7010973763485217,1584,0.1376369696399488,218,0.2546968427187867,403,963,5,758,826,0,1,0.13521294232516923
P0140,2634,0.6841973438684995,1802,0.1613775617140365,291,0.1541196337056293,278,1233,2,985,817,0,1,0.16387832376823847
P0141,4927,0.6566263051357156,3235,0.2364813857816951,765,0.0298980093504207,97,2373,5,1848,1387,0,1,0.031298259712321586
P0142,1701,0.6717209385547231,1143,0.3327781303949734,380,0.0777604282433774,89,674,2,567,576,0,1,0.09717811091095907
P0143,1961,0.6598418097434492,1294,0.1344337981222068,174,0.1300177966322393,168,952,5,858,436,0,1,0.11969769608336922
P0144,2515,0.6922050009681975,1741,0.2374325285614859,413,0.1465362667502871,255,1073,4,1063,678,0,1,0.16040975807069968
P0145,4969,0.7977193578394526,3964,0.3474909195569176,1377,0.1554966823647164,616,1971,3,1920,2044,0,-1,-0.010151338756972272
P0146,4384,0.4746673247254962,2081,0.1043768596274512,217,0.182314867378855,379,1485,2,1217,864,0,1,0.08438736875244124
P0147,945,0.6610519788392253,625,0.1303251555207917,81,0.1612952201506531,101,443,3,440,185,0,1,0.08890356445090014
P0148,1782,0.6941209937097959,1237,0.1903475375477413,235,0.2429603766326044,301,701,6,873,364,0,1,0.1237311770262054
P0149,4251,0.703679519174968,2991,0.1835588111001212,549,0.1394389616591178,417,2025,3,1158,1833,0,1,0.11094388270174416
P0150,1044,0.6502468334942969,679,0.2768820901427551,188,0.1282609224314674,87,404,1,283,396,0,1,0.09016870636701685
P0151,4393,0.5394622574017134,2370,0.2369161803874586,561,0.2087325323112276,495,1314,1,1561,809,0,1,0.10572418728763072
P0152,1981,0.7062396386971288,1399,0.095752655825051,134,0.0878614758044328,123,1142,3,565,834,0,1,0.10256750141113763
P0153,4654,0.8181880171331348,3808,0.2560787282030567,975,0.2033815023192001,774,2059,0,1438,2370,0,1,0.007282686171053099
P0154,2033,0.557291087606709,1133,0.1795722778851044,203,0.186153191023576,211,719,3,523,610,0,1,0.1355098123051981
P0155,2624,0.7491062410958551,1966,0.3092113051858867,608,0.1711534506049099,336,1022,0,1085,881,0,1,0.14078577523561603
P0156,3580,0.6537179821501685,2340,0.1760688724494156,412,0.2752965664289557,644,1284,2,1169,1171,0,1,0.13817594540340994
P0157,1330,0.6750940523336922,898,0.1754369301828435,158,0.1426675532823169,128,612,4,400,498,0,1,0.13767460241968044
P0158,3139,0.5957681191436841,1870,0.2578792127563172,482,0.3036178902314447,568,820,3,828,1042,0,1,0.11438500435301796
P0159,2921,0.6532435062115299,1908,0.2734048537635856,522,0.166474113046314,318,1068,2,837,1071,0,1,0.16487682650650115
P0160,4092,0.7840035675759167,3208,0.2513669554755342,806,0.1033790133017863,332,2070,7,1354,1854,0,1,0.06093857775197348
P0161,4983,0.7266124193590167,3621,0.1020081877830634,369,0.1841951748596895,667,2585,2,2673,948,0,-1,-0.024316136000092192
P0162,3590,0.8185849284327956,2939,0.2576624107949776,757,0.1154252879808739,339,1843,2,1586,1353,0,1,0.11477878604389063
P0163,2518,0.7741929511182155,1949,0.147598436382792,288,0.1348946491311899,263,1398,5,1167,782,0,1,0.12402331937616357
P0164,2506,0.7151269343143661,1792,0.2364693278111784,424,0.2038219980009294,365,1003,1,826,966,0,1,0.16023818810509183
P0165,2555,0.8195147620934234,2094,0.1203385895220657,252,0.2133349253190075,447,1395,3,1029,1065,0,1,0.11727072540246986
P0166,4218,0.715119452699064,3016,0.2512425503280144,758,0.1426699379847445,430,1828,4,1323,1693,0,1,0.12940961203555323
P0167,2149,0.7462390541437648,1604,0.1635380766984839,262,0.239244308702784,384,958,4,393,1211,0,1,0.10842788318765084
P0168,1501,0.6562743237172234,985,0.1302155744817634,128,0.249450465481268,246,611,3,367,618,0,1,0.12317283825912517
P0169,2204,0.6853236652687364,1510,0.2699674095537679,408,0.2661781053937974,402,700,1,497,1013,0,1,0.1215743255674766
P0170,895,0.6242060941359779,559,0.2369151165173726,132,0.2117648044275433,118,309,3,159,400,0,1,0.07459906791313153
P0171,1245,0.7591667147675882,945,0.1770216239024972,167,0.2618057227251419,247,531,3,369,576,0,1,0.11909195977510406
P0172,1178,0.5857357101508108,690,0.3215825194314745,222,0.0671520943215565,46,422,5,443,247,0,1,0.029283898025929123
P0173,4040,0.7425880273934129,3000,0.189154330490118,567,0.1609256070822922,483,1950,2,1517,1483,0,1,0.13800815976029718
P0174,3833,0.6647479153995873,2548,0.2222475371779654,566,0.1279796846205944,326,1656,2,1628,920,0,1,0.13092070557520918
P0175,3726,0.7736997674773856,2883,0.238823941337502,689,0.1871535516676435,540,1654,4,1589,1294,0,1,0.14034510863542354
P0176,2739,0.7400695190985008,2027,0.176623384610997,358,0.1457130468481957,295,1374,4,1192,835,0,1,0.15352628146645952
P0177,3811,0.8256516926117442,3147,0.252979540537995,796,0.170030529483016,535,1816,2,3026,121,1,-1,-0.07172821036675736
P0178,1477,0.7384619752910916,1091,0.1826583356984693,199,0.2929304928122429,320,572,1,614,477,0,1,0.09276483358661647
P0179,4582,0.5542367795477408,2540,0.1911853174448653,486,0.1698168122147773,431,1623,2,1480,1060,0,1,0.11552258244280622
P0180,2904,0.6746437461681439,1959,0.3153849847862339,618,0.2048275390314128,401,940,1,886,1073,0,1,0.15136968752150315
P0181,4739,0.5862394245924147,2778,0.1471589763241296,409,0.1660638402045458,461,1908,1,1572,1206,0,1,0.11360091514518028
P0182,1439,0.6385376126106981,919,0.0511053768349356,47,0.18454279727741,170,702,2,521,398,0,1,0.10962358095247593
P0183,2888,0.8008982746621378,2313,0.3327655896508326,770,0.1803610008261642,417,1126,2,1053,1260,0,1,0.12228106043302467
P0184,3724,0.7310027048718157,2722,0.3984529566824902,1085,0.2068994439583895,563,1074,1,1083,1639,0,1,0.07161848432917167
P0185,2881,0.6240855657137003,1798,0.1916311514185467,345,0.2499184521328306,449,1004,5,704,1094,0,1,0.13934303091296996
P0186,2673,0.5989026106847681,1601,0.084421337156587,135,0.2788436398561997,446,1020,6,830,771,0,1,0.08477796422301914
P0187,1498,0.6826225674301009,1023,0.1982661216662839,203,0.19857720491455,203,617,3,555,468,0,1,0.15737704310711453
P0188,2400,0.5826751880495098,1398,0.1999643935111531,280,0.2153728131621361,301,817,3,602,796,0,1,0.15032994924360205
P0189,1802,0.6263087778082735,1129,0.206705331128442,233,0.1109481294488659,125,771,0,579,550,0,1,0.10894614358965032
P0190,2066,0.7049607577240996,1456,0.1420628370654706,207,0.1747273954550627,254,995,4,826,630,0,1,0.15558814427366918
P0191,3671,0.7724249628885358,2836,0.2605692799733534,739,0.2364173678930153,670,1427,2,1622,1214,0,1,0.1303511068267324
P0192,3447,0.7287009177779552,2512,0.256715516270026,645,0.2319581183050292,583,1284,2,1671,841,0,1,0.13201687484135916
P0193,3350,0.496696839312152,1664,0.1153916066126485,192,0.192696583967703,321,1151,4,1061,603,0,1,0.10150890088033965
P0194,2319,0.7043493383224209,1633,0.2689437712186421,439,0.2331836375740771,381,813,3,669,964,0,1,0.15576046115146103
P0195,4830,0.6857626858586063,3312,0.3636879487362123,1205,0.2094460025396291,694,1413,2,2247,1065,0,1,0.02602135236033798
P0196,1168,0.7131112228298155,833,0.2320372232705942,193,0.2520183754955593,210,430,3,381,452,0,1,0.1295975853083834
P0197,2238,0.8092967745320967,1811,0.1963872386552045,356,0.1973615494174266,357,1098,5,1113,698,0,1,0.1242462029522875
P0198,1295,0.5149409378556207,667,0.2100597749914735,140,0.1586581010657379,106,421,3,345,322,0,1,0.06924919749117459
P0199,2223,0.6327117259847116,1407,0.2630679736877993,370,0.2001504754159814,282,755,3,660,747,0,1,0.1594201065570311
P0200,4839,0.7272725058234684,3519,0.0988529876144947,348,0.01,35,3136,1,1159,2360,0,-1,-0.05047998114508856
P0201,2338,0.5534724480436847,1294,0.2315073492084111,300,0.2029731441831029,263,731,2,638,656,0,1,0.1331701057624649
P0202,4616,0.7980759238442807,3684,0.1926675235376033,710,0.01,37,2937,2,1304,2380,0,-1,-0.03505137237626188
P0203,2879,0.7094685290160527,2043,0.3493477509069231,714,0.0765921955556749,156,1173,4,1240,803,0,1,0.1079386154245241
P0204,3738,0.7477267188674723,2795,0.2078079086336529,581,0.207106116056459,579,1635,2,1849,946,0,1,0.12265042478631061
P0205,2721,0.6343245070782565,1726,0.3367521327783664,581,0.2086517602360077,360,785,2,743,983,0,1,0.1383614421808374
P0206,1916,0.745101095197297,1428,0.1427381511552595,204,0.1102542731916041,157,1067,3,771,657,0,1,0.13028602438311332
P0207,4009,0.7654777244791231,3069,0.2611081416761954,801,0.1372738774872636,421,1847,3,1343,1726,0,1,0.12464220657327385
P0208,4870,0.6986302416109735,3402,0.242358018465386,825,0.2622324593168479,892,1685,3,1521,1881,0,1,0.07493539050527642
P0209,1906,0.6987520714158957,1332,0.1591666926494652,212,0.1509581921056394,201,919,3,782,550,0,1,0.1509394645444873
P0210,4070,0.943953135746584,3841,0.2324177280245858,892,0.3145752187441791,1208,1741,0,1446,1410,1,-1,-0.031101198915963857
P0211,1896,0.6109323788208495,1158,0.304876318578212,353,0.1798848088094192,208,597,3,792,366,0,1,0.13576934187062994
P0212,3810,0.6681977055807719,2546,0.1973345806999379,502,0.204482170612876,521,1523,4,1176,1370,0,1,0.14887506022376001
P0213,4113,0.6677981974038113,2747,0.1015626145581165,279,0.2770124639099164,761,1707,3,1675,1072,0,1,0.09499931547562834
P0214,2687,0.7106715091482797,1910,0.2187706021465787,418,0.1878616269716051,359,1133,2,993,917,0,1,0.1709981794324832
P0215,3895,0.7599859397528236,2960,0.1568303833645241,464,0.1198593611585519,355,2141,2,1745,1215,0,1,0.10532067575726667
P0216,1943,0.5953171134417273,1157,0.1960361342935282,227,0.1734163528983426,201,729,4,538,619,0,1,0.1458327558908215
P0217,1132,0.6699992775744339,758,0.2142888561220415,162,0.1778633558285945,135,461,5,383,375,0,1,0.1315765391254365
P0218,1204,0.7985164438127179,961,0.1006043448789137,97,0.098115500867906,94,770,4,479,482,0,1,0.07672001766397823
